NFsignal_mean_TASK,NFsignal_max_TASK,NFSignal_median_TASK,NFsignal_mean_REST,NFsignal_max_REST,NFSignal_median_REST,NF_MaxThreshold
0.0,0,0.0,0.0,0,0.0,0.0
